twitter,url,name,location,timezone,country,language,bundle,wait,no_adguard
redstate,https://redstate.com/,RedState,Washington,America/New_York,US,en,us-right-wing,,
reductress,https://reductress.com/,Reductress,New York City,America/New_York,US,en,satire,,
reforma,https://www.reforma.com/,Reforma,Monterrey,America/Mexico_City,MX,es,,,
registerguard,https://www.registerguard.com/,The Register Guard,Eugene,America/Los_Angeles,US,en,oregon|gannett,,
reporte_indigo,https://www.reporteindigo.com/,Reporte Índigo,Mexico City,America/Mexico_City,MX,es,,,
reporternews,https://www.reporternews.com/,Abilene Reporter News,Abilene,America/Chicago,US,en,texas|gannett,,
repubblica,https://www.repubblica.it/,Repubblica,Rome,Europe/Berlin,IT,it,,,
restofworld,https://restofworld.org/,Rest of World,New York City,America/New_York,US,en,,,
reuters,https://www.reuters.com/,Reuters,London,Europe/London,GB,en,,,
reveal,https://revealnews.org/,Reveal,Emeryville,America/Los_Angeles,US,en,,,
reviewjournal,https://www.reviewjournal.com/,Las Vegas Review-Journal,Las Vegas,America/Los_Angeles,US,en,nevada|las-vegas,,
revistaistoe,https://istoe.com.br/,ISTOÉ,São Paulo,America/Sao_Paulo,BR,pt,,,
revistapiaui,https://piaui.folha.uol.com.br/,revista piauí,São Paulo,America/Sao_Paulo,BR,pt,,,
rfi,https://www.rfi.fr/fr/,RFI,Paris,Europe/Paris,FR,fr,,,
rgj,https://www.rgj.com/,Reno Gazette-Journal,Reno,America/Los_Angeles,US,en,nevada|gannett,,
rgvfox,https://foxnewssouthtexas.com/,Fox South Texas,McAllen,America/Chicago,US,en,texas,,
rhherald,http://www.heraldonline.com,The Herald,Rock Hill,America/New_York,US,en,south-carolina|mcclatchy,,
rianru,https://ria.ru/,RIA Novosti,Moscow,Europe/Moscow,RU,ru,,,
ringer,https://www.theringer.com/,Ringer,Los Angeles,America/Los_Angeles,US,en,entertainment,,
rnz_news,https://www.rnz.co.nz/news,RNZ,Wellington,Pacific/Auckland,NZ,en,,,
rollcall,https://rollcall.com/,Roll Call,Washington,America/New_York,US,en,capitol-hill,,
rollingstone,https://www.rollingstone.com/,Rolling Stone,New York City,America/New_York,US,en,entertainment,,
romenewstribune,https://www.northwestgeorgianews.com/rome,Rome News-Tribune,Rome,America/New_York,US,en,georgia,,
rpbreakingnews,https://www.patrika.com/,Rajasthan Patrika,Jaipur,Asia/Kolkata,IN,hi,,,
rt_com,https://www.rt.com/,RT,Moscow,Europe/Moscow,RU,en,,,
rtdnews,https://richmond.com/,Richmond Times-Dispatch,Richmond,America/New_York,US,en,,,
rtenews,https://www.rte.ie/,RTE,Dublin,Europe/Dublin,IE,en,,,
ruidosonews,https://www.ruidosonews.com/,Ruidoso News,Ruidoso,America/Denver,US,en,new-mexico|gannett,,
sacbee_news,https://www.sacbee.com/,Sacramento Bee,Sacramento,America/Los_Angeles,US,en,bay-area|california|mcclatchy,,
sahanjournal,https://sahanjournal.com/,Sahan Journal,Minneapolis,America/Chicago,US,en,minnesota,,
salem_statesman,https://www.statesmanjournal.com/,Salem Statesman Journal,Salem,America/Los_Angeles,US,en,oregon|gannett,,
salinajournal,https://www.salina.com/,Salina Journal,Salina,America/Chicago,US,en,kansas|gannett,,
salnews,https://www.thecalifornian.com/,The Salinas Californian,Salinas,America/Los_Angeles,US,en,california|gannett,,
salon,https://www.salon.com/,Salon,New York City,America/New_York,US,en,us-left-wing,,
sankei_news,https://www.sankei.com/,Sankei Shimbun,Tokyo,Asia/Tokyo,JP,ja,,,
savannahnow,https://www.savannahnow.com,Savannah Morning News,Savannah,America/New_York,US,en,georgia|gannett,,
sbnation,https://www.sbnation.com/,SB Nation,New York City,America/New_York,US,en,sports,,
sbtnews,https://www.sbtnews.com.br/,SBT news,Osasco,America/Sao_Paulo,BR,pt,,,
scalawagmag,https://scalawagmagazine.org/,Scalawag,Durham,America/New_York,US,en,,,
scotnational,https://www.thenational.scot/,National,Scotland,Europe/London,GB,en,,,
scottishsun,https://www.thescottishsun.co.uk/,Scottish Sun,Glasgow,Europe/London,GB,en,,,
scotusblog,https://www.scotusblog.com/,SCOTUS Blog,Washington,America/New_York,US,en,capitol-hill,,
scsentinel,https://www.santacruzsentinel.com/,Santa Cruz Sentinel,Santa Cruz,America/Los_Angeles,US,en,bay-area|california,,
scsunnews,https://www.scsun-news.com/,Silver City Sun News,Silver City,America/Denver,US,en,new-mexico|gannett,,
sctimes,https://www.sctimes.com/,St. Cloud Times,St. Cloud,America/Chicago,US,en,minnesota|gannett,,
sdut,https://www.sandiegouniontribune.com/,San Diego Union Tribune,San Diego,America/Los_Angeles,US,en,socal|california,,
seacoastonline,https://www.seacoastonline.com/,Seacoastonline.com,Portsmouth,America/New_York,US,en,new-hampshire|gannett|maine|gannett,,
searchlightnm,https://searchlightnm.org/,Searchlight New Mexico,Sante Fe,America/Denver,US,en,new-mexico,,
seattletimes,https://www.seattletimes.com/,Seattle Times,Seattle,America/Los_Angeles,US,en,washington,,
segodnya_online,https://www.segodnya.ua/ua/allnews.html,Segodnya,Kiev,Europe/Kiev,UA,uk,,,
seikyoofficial,https://www.seikyoonline.com/,Seikyo Shimbun,Tokyo,Asia/Tokyo,JP,ja,,,
semafor,https://www.semafor.com/,Semafor,New York City,America/New_York,US,en,,,
setopati,https://www.setopati.com/,Setopati,Kathmandu,Asia/Kathmandu,NP,ne,,,
sfchronicle,https://www.sfchronicle.com/,San Francisco Chronicle,San Francisco,America/Los_Angeles,US,en,bay-area|california,,
sgfcitizen,https://sgfcitizen.org/,Springfield Daily Citizen,Springfield,America/Chicago,US,en,missouri,,
sheboyganpress,https://www.sheboyganpress.com/,Sheboygan Press,Sheboygan,America/Chicago,US,en,wisconsin|gannett,,
shelbystar,https://www.shelbystar.com/,The Shelby Star,Shelby,America/New_York,US,en,north-carolina|gannett,,
shillsalmanac,https://thealmanac.net/,South Hills Almanac,South Hills,America/New_York,US,en,,,
shinysheet,https://www.palmbeachdailynews.com/,Palm Beach Daily News,West Palm Beach,America/New_York,US,en,florida|gannett,,
shreveporttimes,https://www.shreveporttimes.com/,Shreveport Times,Shreveport,America/Chicago,US,en,louisiana|gannett,,
signalcleveland,https://signalcleveland.org/,Signal Cleveland,Cleveland,America/New_York,US,en,,,
simple_flying,https://simpleflying.com/,Simple Flying,London,Europe/London,GB,en,aviation,,
sinembargomx,https://www.sinembargo.mx/,SinEmbargo,Mexico City,America/Mexico_City,MX,es,,,
sinow,https://www.si.com/,Sports Illustrated,New York City,America/New_York,US,en,sports,,
siskiyou_daily,https://www.siskiyoudaily.com/,The Siskiyou Daily News,Yreka,America/Los_Angeles,US,en,california|gannett,,
sjrbreaking,https://www.sj-r.com/,The State Journal-Register,Springfield,America/Chicago,US,en,illinois|gannett,,
sjspotlight,https://www.sanjosespotlight.com/,San José Spotlight,San Jose,America/Los_Angeles,US,en,bay-area|california,,
sjvwater,https://sjvwater.org/news/,SJV Water,Bakersfield,America/Los_Angeles,US,en,,,
slate,https://slate.com/,Slate,New York City,America/New_York,US,en,us-left-wing,,
slotribune,http://www.sanluisobispo.com,The Tribune,San Luis Obispo,America/Los_Angeles,US,en,california|mcclatchy,,
sltimes,https://www.stormlake.com/,Storm Lake Times,Storm Lake,America/Chicago,US,en,iowa,,
sltrib,https://www.sltrib.com/,Salt Lake Tribune,Salt Lake City,America/Denver,US,en,utah,,
sludge,https://readsludge.com/,Sludge,Brooklyn,America/New_York,US,en,,,
source_nm,https://sourcenm.com/,Source New Mexico,Sante Fe,America/Denver,US,en,new-mexico,,
southcoasttoday,https://www.southcoasttoday.com/,SouthCoastToday.com,New Bedford,America/New_York,US,en,massachusetts|gannett,,
southsideweekly,https://southsideweekly.com/,South Side Weekly,Chicago,America/Chicago,US,en,illinois|chicago,,
sowetanlive,https://www.sowetanlive.co.za/,Sowetan,Johannesburg,Africa/Johannesburg,ZA,en,,,
spacedotcom,https://www.space.com/,Space.com,New York City,America/New_York,US,en,science,,
spacenews_inc,https://spacenews.com/,Space News,Washington,America/New_York,US,en,science,,
spectator,https://www.spectator.co.uk/,Spectator,London,Europe/London,GB,en,,,
spectrumnews,https://www.thespectrum.com/,The Spectrum,Salt Lake City,America/Denver,US,en,utah|gannett,,
spokesmanreview,https://www.spokesman.com/,Spokesman-Review,Spokane,America/Los_Angeles,US,en,washington,,
spotlight4dc,https://spotlightdc.org/,Spotlight DC,Washington,America/New_York,US,en,,,
spotlightpa,https://www.spotlightpa.org/,Spotlight PA,Harrisburg,America/New_York,US,en,,,
springfieldnl,https://www.news-leader.com/,Springfield News-Leader,Springfield,America/Chicago,US,en,missouri|gannett,,
sputnikint,https://sputniknews.com/,Sputnik,Moscow,Europe/Moscow,RU,en,,,
stamadvocate,https://www.stamfordadvocate.com/,Stamford Advocate,Stamford,America/New_York,US,en,connecticut,,
standardex,https://www.standard.net/,Ogden Standard-Examiner,Ogden,America/Denver,US,en,,,
staradvertiser,https://www.staradvertiser.com/,Honolulu Star-Advertiser,Honolulu,US/Hawaii,US,en,hawaii,,
stargazette,https://www.stargazette.com/,Elmira Star Gazette,Elmira,America/New_York,US,en,new-york-state|gannett|pennsylvania|gannett,,
starnewsonline,https://www.starnewsonline.com/,Wilmington Star-News,Wilmington,America/New_York,US,en,north-carolina|gannett,,
startelegram,https://www.star-telegram.com/,Fort Worth Star-Telegram,Fort Worth,America/Chicago,US,en,texas|mcclatchy,,
startribune,https://www.startribune.com/,Minneapolis Star Tribune,Minneapolis,America/Chicago,US,en,minnesota,,
statejournal,https://www.state-journal.com/,Frankfort State Journal,Frankfort,America/New_York,US,en,kentucky,,
statesman,https://www.statesman.com/,Austin Statesman,Austin,America/Chicago,US,en,texas|gannett,,
statnews,https://www.statnews.com/,STAT,Boston,America/New_York,US,en,science,,
staugrecord,https://www.staugustine.com/,The St. Augustine Record,St. Augustine,America/New_York,US,en,florida|gannett,,
sternde,https://www.stern.de/,Stern,Hamburg,Europe/Berlin,DE,de,,,
stevenspointjrl,https://www.stevenspointjournal.com/,Stevens Point Journal,Stevens Point,America/Chicago,US,en,wisconsin|gannett,,
stlpublicradio,http://www.stlpublicradio.org/,St. Louis Public Radio,St. Louis,America/Chicago,US,en,missouri,,
stltoday,https://www.stltoday.com/,St. Louis Post-Dispatch,St. Louis,America/Chicago,US,en,missouri,,
strikewave,https://www.thestrikewave.com/,Strikewave,Troy,America/New_York,US,en,us-left-wing,,
studyfindsorg,https://studyfinds.org/,Study Finds,Baltimore,America/New_York,US,en,science,,
sturgisnewsroom,https://www.sturgisjournal.com/,Sturgis Journal,Sturgis,America/Detroit,US,en,michigan|gannett,,
sunherald,http://www.sunherald.com,Sun Herald,Biloxi,America/Chicago,US,en,mississippi|mcclatchy,,
suntimes,https://chicago.suntimes.com/,Chicago Sun-Times,Chicago,America/Chicago,US,en,illinois|chicago,,
sz,https://www.sueddeutsche.de/,Süddeutsche Zeitung,München,Europe/Berlin,DE,de,,,
taskandpurpose,https://taskandpurpose.com/,Task & Purpose,Washington,America/New_York,US,en,,,
tass_agency,https://tass.ru/,TASS,Moscow,Europe/Moscow,RU,ru,,,
tauntontogo,https://www.tauntongazette.com/,Taunton Daily Gazette,Taunton,America/New_York,US,en,massachusetts|gannett,,
tb_times,https://www.tampabay.com/,Tampa Bay Times,Tampa,America/New_York,US,en,florida,,
tci_newsroom,https://www.tricountyindependent.com/,Tri-County Independent,Honesdale,America/New_York,US,en,pennsylvania|gannett,,
tcpalm,https://www.tcpalm.com/,Treasure Coast,Port St. Lucie,America/New_York,US,en,florida|gannett,,
tdonline,https://www.tallahassee.com/,Tallahassee Democrat,Tallahassee,America/New_York,US,en,florida|gannett,,
teamtrace,https://www.thetrace.org/,Trace,Brooklyn,America/New_York,US,en,,,
techcrunch,https://techcrunch.com/,TechCrunch,San Francisco,America/Los_Angeles,US,en,tech,,
techmeme,https://www.techmeme.com/,TechMeme,Silicon Valley,America/Los_Angeles,US,en,tech,,
techreview,https://www.technologyreview.com/,MIT Technology Review,Cambridge,America/New_York,US,en,tech,,
teenvogue,https://www.teenvogue.com/,Teen Vogue,New York City,America/New_York,US,en,,,
telegramdotcom,https://www.telegram.com/,Worcester Telegram & Gazette,Worcester,America/New_York,US,en,massachusetts|gannett,,
telegraph,https://www.telegraph.co.uk/,The Telegraph,London,Europe/London,GB,en,,,
telegraphga,https://www.macon.com,The Telegraph,Macon,America/New_York,US,en,georgia|mcclatchy,,
telegraphherald,https://www.telegraphherald.com/,Dubuque Telegraph Herald,Dubuque,America/Chicago,US,en,iowa,,
telemundochi,https://www.telemundochicago.com/,Telemundo Chicago,Chicago,America/Chicago,US,es,illinois|chicago,,
tennessean,https://www.tennessean.com/,Nashville Tennessean,Nashville,America/Chicago,US,en,tennessee|gannett,,
texasmonthly,https://www.texasmonthly.com/,Texas Monthly,Austin,America/Chicago,US,en,texas,,
texasobserver,https://www.texasobserver.org/,Texas Observer,Austin,America/Chicago,US,en,texas,,
texastribune,https://www.texastribune.org/,Texas Tribune,Austin,America/Chicago,US,en,texas,,
thahakhabar,https://www.thahakhabar.com/,Thaha Khabar,Kathmandu,Asia/Kathmandu,NP,ne,,,
the_ccij,https://investigatemidwest.org/,InvestigateMidwest,Champaign,America/Chicago,US,en,,,
the_daily_world,https://www.dailyworld.com/,Opelousas Daily World,Opelousas,America/Chicago,US,en,louisiana|gannett,,
the_news_herald,https://www.newsherald.com/,Panama City News-Herald,Panama City,America/Chicago,US,en,florida|gannett,,
the74,https://www.the74million.org/,74th,New York City,America/New_York,US,en,,,
theadvertiser,https://www.theadvertiser.com/,Lafayette Daily Advertiser,Lafayette,America/Chicago,US,en,louisiana|gannett,,
thealligator,https://www.alligator.org/,Alligator,Gainesville,America/New_York,US,en,florida|student,,
theappeal,https://theappeal.org/,Appeal,New York City,America/New_York,US,en,,,
theaspentimes,https://www.aspentimes.com/,Aspen Times,Aspen,America/Denver,US,en,,,
theathletic,https://theathletic.com/,Athletic,New York City,America/New_York,US,en,sports,,
theatlantic,https://www.theatlantic.com/,Atlantic,Washington,America/New_York,US,en,,,
thebabylonbee,https://babylonbee.com/,Babylon Bee,Jupiter,America/New_York,US,en,satire,,
thebafflermag,https://thebaffler.com/,Baffler,New York City,America/New_York,US,en,us-left-wing,,
theblaze,https://www.theblaze.com/,Blaze,Irving,America/New_York,US,en,us-right-wing,,
theblock__,https://www.theblock.co/,Block,New York City,America/New_York,US,en,tech,,
thebuffalonews,https://buffalonews.com/,Buffalo News,Buffalo,America/New_York,US,en,,,
thecityny,https://www.thecity.nyc/,The City,New York City,America/New_York,US,en,new-york-city|new-york-state,,
thecut,https://www.thecut.com/,The Cut,New York City,America/New_York,US,en,feminist,,
thedailybeast,https://www.thedailybeast.com/,Daily Beast,New York City,America/New_York,US,en,,,
thedailyclimate,https://www.dailyclimate.org/,Daily Climate,Bozeman,America/Denver,US,en,science,,
thedailyherald,https://www.columbiadailyherald.com/,The Daily Herald,Columbia,America/Chicago,US,en,tennessee|gannett,,
thedailyjournal,https://www.thedailyjournal.com/,Vineland Daily Journal,Vineland,America/New_York,US,en,new-jersey|gannett,,
thedailyrecord,https://www.the-daily-record.com/,The Daily Record,Wooster,America/New_York,US,en,ohio|gannett,,
thedailytimes,https://www.daily-times.com/,Farmington Daily Times,Farmington,America/Denver,US,en,new-mexico|gannett,,
thedbk,https://dbknews.com/,The Diamondback,College Park,America/New_York,US,en,maryland,,
thedepaulia,https://depauliaonline.com/,DePaulia,Chicago,America/Chicago,US,en,illinois|chicago|student,,
thedispatch,https://thedispatch.com/,Dispatch,Washington,America/New_York,US,en,us-right-wing,,
theeconomist,https://www.economist.com/,Economist,London,Europe/London,GB,en,,,
theeveningsun,https://www.eveningsun.com/,Hanover Evening Sun,York,America/New_York,US,en,pennsylvania|gannett,,
thegleanernews,https://www.thegleaner.com/,The Gleaner,Henderson,America/Chicago,US,en,kentucky|gannett,,
thegrio,https://thegrio.com/,Grio,New York City,America/New_York,US,en,,,
thehawkeye,https://www.thehawkeye.com/,The Hawk Eye,Burlington,America/Chicago,US,en,iowa|gannett|illinois|gannett,,
theherald_sun,http://www.heraldsun.com,The Herald-Sun,Raleigh,America/New_York,US,en,north-carolina|mcclatchy,,
theheraldtimes,https://www.heraldtimesonline.com/,The Herald-Times,Bloomington,America/Indiana/Indianapolis,US,en,indiana|gannett,,
thehill,https://thehill.com/,The Hill,Washington,America/New_York,US,en,capitol-hill,,
thehilltimes,https://www.hilltimes.com/,The Hill Times,Ottawa,America/New_York,CA,en,,10000,
theinformation,https://www.theinformation.com/,The Information,Silicon Valley,America/Los_Angeles,US,en,tech,,
theintellnews,https://www.theintell.com/,The Intelligencer,Doylestown,America/New_York,US,en,pennsylvania|gannett,,
theintercept,https://theintercept.com/,Intercept,New York City,America/New_York,US,en,us-left-wing,,
theinterceptbr,https://theintercept.com/brasil/,Intercept Brazil,Rio de Janeiro,America/Sao_Paulo,BR,pt,,,
theipaper,https://inews.co.uk/,i,London,Europe/London,GB,en,,,
thejaxtrib,https://jaxtrib.org/,Tributary,Jacksonville,America/New_York,US,en,florida,,
thejournal_ie,https://www.thejournal.ie/,Journal.ie,Dublin,Europe/Dublin,IE,en,,,
thelasentinel,https://lasentinel.net/,Los Angeles Sentinel,Los Angeles,America/Los_Angeles,US,en,socal|california,,
theledger,https://www.theledger.com/,The Lakeland Ledger,Lakeland,America/New_York,US,en,florida|gannett,,
theleftbench,https://theleftbench.com/,Left Bench,College Park,America/New_York,US,en,maryland,,
thelensnola,http://thelensnola.org/,Lens,New Orleans,America/Chicago,US,en,,,
themarionstar,https://www.marionstar.com/,Marion Star,Marion,America/New_York,US,en,ohio|gannett,,
themarkup,https://themarkup.org/,The Markup,New York City,America/New_York,US,en,tech,,
themendovoice,https://mendovoice.com/,Mendoncino Voice,Ukiah,America/Los_Angeles,US,en,,,
themessenger,https://themessenger.com/,Messenger,Washington,America/New_York,US,en,capitol-hill,,
thenation,https://www.thenation.com/,The Nation,New York City,America/New_York,US,en,us-left-wing,,
thenewmexican,https://www.santafenewmexican.com/,Santa Fe New Mexican,Sante Fe,America/Denver,US,en,new-mexico,,
thenewportdaily,https://www.newportri.com/,The Newport Daily News,Newport,America/New_York,US,en,rhode-island|gannett,,
thenewspress,https://www.news-press.com/,Fort Myers News-Press,Fort Myers,America/New_York,US,en,florida|gannett,,
thenewsstar,https://www.thenewsstar.com/,Monroe News-Star,Monroe,America/Chicago,US,en,louisiana|gannett,,
thenewstribune,http://www.thenewstribune.com,The News Tribune,Tacoma,America/Los_Angeles,US,en,washington|mcclatchy,,
theobserver,https://www.charlotteobserver.com/,Charlotte Observer,Charlotte,America/New_York,US,en,north-carolina|mcclatchy,,
theoklahoman_,https://www.oklahoman.com/,Oklahoman,Oklahoma City,America/Chicago,US,en,oklahoma|gannett,,
theolympian,http://www.theolympian.com,The Olympian,Olympia,America/Los_Angeles,US,en,washington|mcclatchy,,
theonion,https://theonion.com,Onion,Chicago,America/Chicago,US,en,satire,,
thepearlpost,https://www.thepearlpost.com/,Pearl Post,Lake Balboa,America/Los_Angeles,US,en,student,,
theperrychief,https://www.theperrychief.com/,Perry Chief,Perry,America/Chicago,US,en,iowa|gannett,,
thephilacitizen,https://thephiladelphiacitizen.org/,Philadelphia Citizen,Philadelphia,America/New_York,US,en,pennsylvania|philadelphia,,
thepostregister,https://www.postregister.com/,The Post Register,Idaho Falls,America/Denver,US,en,idaho,,
theprospect,https://prospect.org/,American Prospect,Washington,America/New_York,US,en,us-left-wing,,
thepublicsource,https://thepublicsource.org/,Public Source,Beirut,Asia/Beirut,LB,en,,,
thepupnews,https://www.unionprogress.com/,Pittsburgh Union Progress,Pittsburgh,America/New_York,US,en,pennsylvania,,
therealnews,https://therealnews.com/,Real News,Baltimore,America/New_York,US,en,maryland,,
therecordherald,https://www.therecordherald.com/,Waynesboro Record Herald,Waynesboro,America/New_York,US,en,pennsylvania|gannett,,
theriotimes,https://www.riotimesonline.com/,Rio Times,Rio de Janeiro,America/Sao_Paulo,BR,en,sports,20000,
theroot,https://www.theroot.com/,Root,New York City,America/New_York,US,en,,,
thesanews,https://www.thesouthafrican.com/,The South African,Cape Town,Africa/Johannesburg,ZA,en,,,
thescotsman,https://www.scotsman.com/,Scotsman,Scotland,Europe/London,GB,en,,,
thestarpress,https://www.thestarpress.com/,Muncie Star Press,Muncie,America/Indiana/Indianapolis,US,en,indiana|gannett,,
thestate,http://www.thestate.com,The State,"1927 Thurmond Mall, Suite 102, Columbia, SC 29201",America/New_York,US,en,south-carolina|mcclatchy,,
thesun,https://www.thesun.co.uk/,The Sun,London,Europe/London,GB,en,,,
thesunnews,http://www.myrtlebeachonline.com,Sun News,Myrtle Beach,America/New_York,US,en,south-carolina|mcclatchy,,
thetimes,https://www.thetimes.co.uk/,The Times,London,Europe/London,GB,en,,,
thetimesnews,https://www.thetimesnews.com/,Burlington Times-News,Burlington,America/New_York,US,en,north-carolina|gannett,,
thetorontosun,https://torontosun.com/,Toronto Sun,Toronto,America/New_York,CA,en,,,
thetriibe,https://thetriibe.com/,The TriiBE,Chicago,America/Chicago,US,en,illinois|chicago,,
thevdt,https://www.valdostadailytimes.com,Valdosta Daily Times,Valdosta,America/New_York,US,en,georgia,,
theweek,https://theweek.com/,The Week,New York City,America/New_York,US,en,,,
thewrap,https://www.thewrap.com/,Wrap,Los Angeles,America/Los_Angeles,US,en,entertainment,,
thr,https://www.hollywoodreporter.com/,Hollywood Reporter,Los Angeles,America/Los_Angeles,US,en,entertainment,,
thv11,https://www.thv11.com/,THV 11,Little Rock,America/Chicago,US,en,arkansas,,
tiftongazette1,https://www.tiftongazette.com,Tifton Gazette,Tifton,America/New_York,US,en,georgia,,
time,https://time.com/,TIME,New York City,America/New_York,US,en,us-national,,
times_mail,https://www.reporter-times.com/,Times Mail,Martinsville,America/Indiana/Indianapolis,US,en,indiana|gannett,,
timesenterprise,https://www.timesenterprise.com,The Times-Enterprise,Thomasville,America/New_York,US,en,georgia,,
timesgazette,https://www.times-gazette.com/,Ashland Times Gazette,Ashland,America/New_York,US,en,ohio|gannett,,
timesherald,https://www.times-herald.com,The Newnan Times-Herald,Newnan,America/New_York,US,en,georgia,,
timeslive,https://www.timeslive.co.za/,TimesLIVE,Johannesburg,Africa/Johannesburg,ZA,en,,,
timesofindia,https://timesofindia.indiatimes.com/?loc=in,Times of India,New Delhi,Asia/Kolkata,IN,en,,,
timesrecord,https://www.swtimes.com/,Southwest Times Record,Fort Smith,America/Chicago,US,en,arkansas|gannett|oklahoma|gannett,,
timesrecorder,https://www.zanesvilletimesrecorder.com/,Zanesville Times Recorder,Zanesville,America/New_York,US,en,ohio|gannett,,
timesrecordnews,https://www.timesrecordnews.com/,Times Record News,Wichita Falls,America/Chicago,US,en,texas|gannett,,
timestelegram,https://www.timestelegram.com/,The Times Telegram,Utica,America/New_York,US,en,new-york-state|gannett,,
tmz,https://www.tmz.com/,TMZ,Los Angeles,America/Los_Angeles,US,en,entertainment,,
toacornnews,https://www.toacorn.com/,Thousand Oaks Acorn,Thousand Oaks,America/Los_Angeles,US,en,socal|california,,
torontostar,https://www.thestar.com/,Toronto Star,Toronto,America/New_York,CA,en,,,
torrentfreak,https://torrentfreak.com/,TorrentFreak,San Francisco,America/Los_Angeles,US,en,tech,,
townhallcom,https://townhall.com/,Townhall,Washington,America/New_York,US,en,us-right-wing,,
towntalkdotcom,https://www.thetowntalk.com/,Alexandria Town Talk,Alexandria,America/Chicago,US,en,louisiana|gannett,,
tpm,https://talkingpointsmemo.com/?,TPM,New York City,America/New_York,US,en,capitol-hill,,
tprnews,https://www.tpr.org/,Texas Public Radio,San Antonio,America/Chicago,US,en,texas,,
tricityherald,http://www.tri-cityherald.com,Tri-City Herald,Kennewick,America/Los_Angeles,US,en,washington|mcclatchy,,
trohio,https://www.timesreporter.com/,Times Reporter,New Philadelphia,America/New_York,US,en,ohio|gannett,,
truthout,https://truthout.org/,Truthout,San Francisco,America/Los_Angeles,US,en,us-left-wing,,
tucsonsentinel,http://www.tucsonsentinel.com/,Tucson Sentinel,Tucson,America/Phoenix,US,en,arizona,,
tucsonstar,https://tucson.com/,Arizona Daily Star,Tucson,America/Phoenix,US,en,arizona,,
tuscaloosanews,https://www.tuscaloosanews.com/,Tuscaloosa News,Tuscaloosa,America/Chicago,US,en,alabama|gannett,,
tw_nextmedia,https://tw.appledaily.com/,Apple Daily,Taipei City,Asia/Taipei,TW,zh,,,
tylerpaper,https://tylerpaper.com/,Tyler Morning Telegraph,Tyler,America/Chicago,US,en,texas,,
udn,https://udn.com/,United Daily News,New Taipei City,Asia/Taipei,TW,zh,,,
uhmallorca,https://www.ultimahora.es/,Última Hora,Palma,Europe/Madrid,ES,es,,,
ujyaalo,https://ujyaaloonline.com/,Ujyaalo,Kathmandu,Asia/Kathmandu,NP,ne,,,
ukrinform,https://www.ukrinform.ua/,Ukrinform,Kiev,Europe/Kiev,UA,uk,,,
umd_sbs,https://umdsbs.wordpress.com/,Stories Beneath the Shell,College Park,America/New_York,US,en,maryland,,
unherd,https://unherd.com/,UnHerd,London,Europe/London,GB,en,,,
unichicago,https://www.univision.com/local/chicago-wgbo,Univision Chicago,Chicago,America/Chicago,US,es,illinois|chicago,,
uninoticias,https://www.univision.com/noticias,Univision News,New York City,America/New_York,US,es,,,
uolnoticias,https://noticias.uol.com.br/,UOL Notícias,São Paulo,America/Sao_Paulo,BR,pt,,,
ur_ninja,https://unicornriot.ninja/,Unicorn Riot,Minneapolis,America/Chicago,US,en,us-left-wing,,
usatoday,https://www.usatoday.com/,USA Today,Washington,America/New_York,US,en,us-national|gannett,,
usnews,https://www.usnews.com/,U.S. News & World Report,Washington,America/New_York,US,en,,,
usweekly,https://www.usmagazine.com/,Us Weekly,New York City,America/New_York,US,en,entertainment,,
uticaod,https://www.uticaod.com/,Utica Observer-Dispatch,Utica,America/New_York,US,en,new-york-state|gannett,,
uvaldenews,https://www.uvaldeleadernews.com/,Uvalde News-Leader,Uvalde,America/Chicago,US,en,texas,,
uwogazette,https://westerngazette.ca/,Western Gazette,London,America/New_York,CA,en,student,,
valoreconomico,https://valor.globo.com/,Valor Econômico,Sao Paulo,America/Sao_Paulo,BR,pt,,,
vancouversun,https://vancouversun.com/,Vancouver Sun,Vancouver,America/Vancouver,CA,en,,,
vanityfair,https://www.vanityfair.com/,Vanity Fair,New York City,America/New_York,US,en,,,
variety,https://variety.com/,Variety,Los Angeles,America/Los_Angeles,US,en,entertainment,,
vcstar,https://www.vcstar.com/,Ventura County Star,Camarillo,America/Los_Angeles,US,en,socal|gannett|california,,
venturebeat,https://venturebeat.com/,VentureBeat,San Francisco,America/Los_Angeles,US,en,tech,,
verge,https://www.theverge.com/,Verge,New York City,America/New_York,US,en,tech,,
vermontpublic,https://www.vermontpublic.org/,Vermont Public,Colchester,America/New_York,US,en,vermont,,
verticalmag,https://verticalmag.com/,Vertical,Kitchener,America/New_York,US,en,aviation,,
vgnett,https://www.vg.no/,VG,Oslo,Europe/Oslo,NO,no,,,
vicenews,https://www.vice.com/en/section/news,Vice News,New York City,America/New_York,US,en,,,
voguemagazine,https://www.vogue.com/,Vogue,New York City,America/New_York,US,en,,,
voiceofoc,https://www.voiceofoc.org/,Voice of OC,Santa Ana,America/Los_Angeles,US,en,socal|california,,
voiceofsandiego,https://voiceofsandiego.org/,Voice of San Diego,San Diego,America/Los_Angeles,US,en,socal|california,,
voicesofbay,https://voicesofmontereybay.org/,Voices of Monterey Bay,Monterey,America/Los_Angeles,US,en,bay-area|california,,
votebeatus,https://www.votebeat.org/,Votebeat,Washington,America/New_York,US,en,,,
voxdotcom,https://www.vox.com/,Vox,New York City,America/New_York,US,en,us-left-wing,,
