name,type,n,percent
#MeToo 5,MONEY,1,0.00017624250969333803
$ 1 billion,MONEY,1,0.00017624250969333803
$1 BILLION,MONEY,1,0.00017624250969333803
$1 Billion,MONEY,2,0.00035248501938667606
$1 Million,MONEY,1,0.00017624250969333803
$1 Trillion,MONEY,3,0.0005287275290800141
$1 million,MONEY,1,0.00017624250969333803
$1.3 trillion,MONEY,1,0.00017624250969333803
$1.6 Billion,MONEY,1,0.00017624250969333803
$100 Billion,MONEY,1,0.00017624250969333803
$100 Million,MONEY,3,0.0005287275290800141
$100 million,MONEY,1,0.00017624250969333803
$10M,MONEY,2,0.00035248501938667606
$12.6 million,MONEY,1,0.00017624250969333803
$140 Million,MONEY,1,0.00017624250969333803
$145 Million,MONEY,1,0.00017624250969333803
$150 million,MONEY,1,0.00017624250969333803
$155 million,MONEY,1,0.00017624250969333803
$163 Million,MONEY,1,0.00017624250969333803
$169 Million,MONEY,1,0.00017624250969333803
$18 Sandwiches,MONEY,1,0.00017624250969333803
$196 million,MONEY,1,0.00017624250969333803
$2.1M,MONEY,1,0.00017624250969333803
$20 million,MONEY,1,0.00017624250969333803
$20K,MONEY,1,0.00017624250969333803
$20M,MONEY,1,0.00017624250969333803
$21 BILLION,MONEY,1,0.00017624250969333803
$23 billion,MONEY,1,0.00017624250969333803
$235K,MONEY,1,0.00017624250969333803
$25 Million,MONEY,1,0.00017624250969333803
$25 million,MONEY,1,0.00017624250969333803
$250 Million,MONEY,1,0.00017624250969333803
$250 million,MONEY,3,0.0005287275290800141
$250M,MONEY,1,0.00017624250969333803
$251 Billion,MONEY,1,0.00017624250969333803
$258 billion,MONEY,1,0.00017624250969333803
$3 million,MONEY,1,0.00017624250969333803
$31 trillion,MONEY,1,0.00017624250969333803
$315 Billion,MONEY,1,0.00017624250969333803
$350 Million,MONEY,1,0.00017624250969333803
$45 MILLION,MONEY,1,0.00017624250969333803
$49.3 MILLION,MONEY,1,0.00017624250969333803
$5 Trillion,MONEY,1,0.00017624250969333803
$50 billion,MONEY,1,0.00017624250969333803
$500 Million,MONEY,1,0.00017624250969333803
$500 million,MONEY,1,0.00017624250969333803
$50M,MONEY,1,0.00017624250969333803
$525 million,MONEY,1,0.00017624250969333803
$6.4 billion,MONEY,1,0.00017624250969333803
$69 Million,MONEY,1,0.00017624250969333803
$7 BILLION,MONEY,1,0.00017624250969333803
$7 Million,MONEY,1,0.00017624250969333803
$7 Trillion,MONEY,1,0.00017624250969333803
$7 billion,MONEY,1,0.00017624250969333803
$71 billion,MONEY,1,0.00017624250969333803
$8 Million,MONEY,1,0.00017624250969333803
$80 Billion,MONEY,1,0.00017624250969333803
$95 Million,MONEY,1,0.00017624250969333803
'08,DATE,1,0.00017624250969333803
'09,DATE,1,0.00017624250969333803
'2000,DATE,1,0.00017624250969333803
'22,DATE,1,0.00017624250969333803
'22's,DATE,1,0.00017624250969333803
'23,DATE,1,0.00017624250969333803
'24,DATE,10,0.0017624250969333803
'28,DATE,1,0.00017624250969333803
'30,DATE,2,0.00035248501938667606
'40 days,DATE,1,0.00017624250969333803
'5 days',DATE,1,0.00017624250969333803
'59,DATE,1,0.00017624250969333803
'60%,PERCENT,1,0.00017624250969333803
'69,DATE,1,0.00017624250969333803
'70s,DATE,1,0.00017624250969333803
'79,DATE,1,0.00017624250969333803
'90mph,QUANTITY,1,0.00017624250969333803
'90s,DATE,1,0.00017624250969333803
'96,DATE,1,0.00017624250969333803
'Days,DATE,1,0.00017624250969333803
'Havana Syndrome',ORG,1,0.00017624250969333803
'March,DATE,1,0.00017624250969333803
'Week,DATE,1,0.00017624250969333803
'Year,DATE,1,0.00017624250969333803
'toughest winter,DATE,1,0.00017624250969333803
'years,DATE,1,0.00017624250969333803
-20%,PERCENT,1,0.00017624250969333803
0,CARDINAL,1,0.00017624250969333803
1,CARDINAL,14,0.0024673951357067326
1,MONEY,1,0.00017624250969333803
1 Million,CARDINAL,1,0.00017624250969333803
1 million,CARDINAL,2,0.00035248501938667606
1%,PERCENT,1,0.00017624250969333803
"1,000",CARDINAL,1,0.00017624250969333803
"1,000",MONEY,1,0.00017624250969333803
"1,185",MONEY,1,0.00017624250969333803
"1,200-year-old",DATE,2,0.00035248501938667606
"1,300",CARDINAL,2,0.00035248501938667606
"1,500-year-old",DATE,1,0.00017624250969333803
"1,800 years",DATE,1,0.00017624250969333803
1.1 million,CARDINAL,1,0.00017624250969333803
10,CARDINAL,15,0.0026436376454000705
10 days,DATE,1,0.00017624250969333803
10 minutes,TIME,1,0.00017624250969333803
10 months,DATE,1,0.00017624250969333803
10 year old,DATE,1,0.00017624250969333803
10 years,DATE,1,0.00017624250969333803
10%,PERCENT,3,0.0005287275290800141
"10,000",CARDINAL,1,0.00017624250969333803
10-hour,TIME,1,0.00017624250969333803
10-year,DATE,2,0.00035248501938667606
100,CARDINAL,6,0.0010574550581600281
100,MONEY,2,0.00035248501938667606
100 Million,CARDINAL,1,0.00017624250969333803
100 years,DATE,2,0.00035248501938667606
100%,PERCENT,4,0.0007049700387733521
"100,000",MONEY,1,0.00017624250969333803
"100,000,000,000",MONEY,1,0.00017624250969333803
100-Year-Old,DATE,1,0.00017624250969333803
100-day,DATE,1,0.00017624250969333803
100-mph,QUANTITY,1,0.00017624250969333803
100B,MONEY,1,0.00017624250969333803
101,CARDINAL,1,0.00017624250969333803
109,CARDINAL,1,0.00017624250969333803
10X,CARDINAL,1,0.00017624250969333803
10th night,TIME,1,0.00017624250969333803
11,CARDINAL,2,0.00035248501938667606
11,MONEY,1,0.00017624250969333803
11 days,DATE,1,0.00017624250969333803
"11,000",CARDINAL,1,0.00017624250969333803
"11,000+ harassing",QUANTITY,1,0.00017624250969333803
"11,179",CARDINAL,1,0.00017624250969333803
11-year-old,DATE,1,0.00017624250969333803
110,CARDINAL,1,0.00017624250969333803
12,CARDINAL,1,0.00017624250969333803
12 days,DATE,1,0.00017624250969333803
"12,000",MONEY,1,0.00017624250969333803
12-year,DATE,1,0.00017624250969333803
120,CARDINAL,1,0.00017624250969333803
124-degree,QUANTITY,1,0.00017624250969333803
125,CARDINAL,1,0.00017624250969333803
12TH,CARDINAL,1,0.00017624250969333803
13,CARDINAL,3,0.0005287275290800141
13 HOURS,QUANTITY,1,0.00017624250969333803
13 YEARS LATER,DATE,1,0.00017624250969333803
13 years,DATE,1,0.00017624250969333803
13%,PERCENT,4,0.0007049700387733521
"130,000",MONEY,1,0.00017624250969333803
14,CARDINAL,3,0.0005287275290800141
14%,PERCENT,1,0.00017624250969333803
14-MINUTE OVATION,TIME,1,0.00017624250969333803
14-Year-Old,DATE,1,0.00017624250969333803
14-year,DATE,1,0.00017624250969333803
140 MILLION,CARDINAL,1,0.00017624250969333803
15,CARDINAL,5,0.0008812125484666902
15,MONEY,1,0.00017624250969333803
15 minutes,TIME,1,0.00017624250969333803
15 years,DATE,2,0.00035248501938667606
15%,PERCENT,1,0.00017624250969333803
15-Year-Old Girl,DATE,1,0.00017624250969333803
15-week,DATE,1,0.00017624250969333803
150,CARDINAL,3,0.0005287275290800141
150 years ago,DATE,1,0.00017624250969333803
1500,MONEY,1,0.00017624250969333803
155,CARDINAL,1,0.00017624250969333803
"158,936,000",CARDINAL,1,0.00017624250969333803
16 Years,DATE,1,0.00017624250969333803
16 hours,TIME,1,0.00017624250969333803
16 years,DATE,1,0.00017624250969333803
16%,PERCENT,1,0.00017624250969333803
16-year-old,DATE,3,0.0005287275290800141
17,CARDINAL,2,0.00035248501938667606
17-years,DATE,1,0.00017624250969333803
17.3%,PERCENT,1,0.00017624250969333803
1709,DATE,1,0.00017624250969333803
174,CARDINAL,1,0.00017624250969333803
17th-century,DATE,1,0.00017624250969333803
18,CARDINAL,1,0.00017624250969333803
18 famous acres,QUANTITY,1,0.00017624250969333803
18 million ton,QUANTITY,1,0.00017624250969333803
18%,PERCENT,1,0.00017624250969333803
1864,DATE,1,0.00017624250969333803
1890,DATE,1,0.00017624250969333803
19 MILLION,CARDINAL,1,0.00017624250969333803
"19,000",CARDINAL,1,0.00017624250969333803
1935,DATE,1,0.00017624250969333803
1939,DATE,1,0.00017624250969333803
1947,DATE,1,0.00017624250969333803
1950,DATE,2,0.00035248501938667606
1965,DATE,1,0.00017624250969333803
1970s,DATE,1,0.00017624250969333803
1980s,DATE,1,0.00017624250969333803
1985,DATE,1,0.00017624250969333803
19th century',DATE,1,0.00017624250969333803
1B,MONEY,2,0.00035248501938667606
1M WITHOUT POWER,PRODUCT,1,0.00017624250969333803
1st,DATE,4,0.0007049700387733521
2,CARDINAL,11,0.0019386676066267183
2 Million,CARDINAL,1,0.00017624250969333803
"2,000",CARDINAL,2,0.00035248501938667606
"2,000",MONEY,1,0.00017624250969333803
"2,000 years",DATE,1,0.00017624250969333803
"2,000-year-old",DATE,1,0.00017624250969333803
"2,078,000",CARDINAL,1,0.00017624250969333803
"2,260,000",CARDINAL,1,0.00017624250969333803
"2,843,000",CARDINAL,1,0.00017624250969333803
2-year,DATE,1,0.00017624250969333803
2.5 MILLION,CARDINAL,1,0.00017624250969333803
2.6%,PERCENT,1,0.00017624250969333803
2.75,MONEY,1,0.00017624250969333803
20,CARDINAL,4,0.0007049700387733521
20,MONEY,1,0.00017624250969333803
20 MILLION,CARDINAL,1,0.00017624250969333803
20 cents,MONEY,1,0.00017624250969333803
20 days,DATE,1,0.00017624250969333803
20 miles,QUANTITY,1,0.00017624250969333803
20 years,DATE,2,0.00035248501938667606
20%,PERCENT,6,0.0010574550581600281
"20,000",CARDINAL,1,0.00017624250969333803
"20,000",MONEY,2,0.00035248501938667606
"20,000,000,000,000,000",CARDINAL,1,0.00017624250969333803
20-month,DATE,1,0.00017624250969333803
20-year,DATE,1,0.00017624250969333803
200,CARDINAL,2,0.00035248501938667606
"200,000",CARDINAL,1,0.00017624250969333803
"200,000",MONEY,1,0.00017624250969333803
200-year-old,DATE,1,0.00017624250969333803
2002,DATE,1,0.00017624250969333803
2008-Era,DATE,1,0.00017624250969333803
2011,DATE,2,0.00035248501938667606
2012,DATE,1,0.00017624250969333803
2020,DATE,6,0.0010574550581600281
2021,DATE,1,0.00017624250969333803
2022,CARDINAL,2,0.00035248501938667606
2022,DATE,4,0.0007049700387733521
2023,DATE,2,0.00035248501938667606
2024,CARDINAL,3,0.0005287275290800141
2024,DATE,9,0.0015861825872400424
2050,DATE,1,0.00017624250969333803
2070,DATE,1,0.00017624250969333803
20s,DATE,1,0.00017624250969333803
21 years,DATE,1,0.00017624250969333803
22%,PERCENT,3,0.0005287275290800141
222,CARDINAL,1,0.00017624250969333803
23,MONEY,1,0.00017624250969333803
23 Million,CARDINAL,1,0.00017624250969333803
24,CARDINAL,6,0.0010574550581600281
24 HOUR FITNESS,TIME,1,0.00017624250969333803
24%,PERCENT,1,0.00017624250969333803
249,MONEY,1,0.00017624250969333803
25,CARDINAL,1,0.00017624250969333803
25 MILLION,CARDINAL,1,0.00017624250969333803
25 Miles,QUANTITY,1,0.00017624250969333803
25 Years,DATE,1,0.00017624250969333803
25 years,DATE,1,0.00017624250969333803
25%,PERCENT,2,0.00035248501938667606
250 feet,QUANTITY,1,0.00017624250969333803
"250,000",CARDINAL,1,0.00017624250969333803
26%,PERCENT,1,0.00017624250969333803
"263,000",CARDINAL,1,0.00017624250969333803
27,CARDINAL,2,0.00035248501938667606
28 2022,DATE,1,0.00017624250969333803
29-year-old,DATE,1,0.00017624250969333803
2nd,DATE,2,0.00035248501938667606
3,CARDINAL,12,0.0021149101163200562
3 A,DATE,1,0.00017624250969333803
3 DAYS,DATE,1,0.00017624250969333803
3 Years,DATE,1,0.00017624250969333803
3 days,DATE,1,0.00017624250969333803
3 years,DATE,3,0.0005287275290800141
"3,298,000",CARDINAL,1,0.00017624250969333803
3-Way Race,QUANTITY,1,0.00017624250969333803
3-hour,TIME,1,0.00017624250969333803
3.5%,PERCENT,2,0.00035248501938667606
30,MONEY,1,0.00017624250969333803
30 Year,DATE,1,0.00017624250969333803
30 Years Ago,DATE,1,0.00017624250969333803
30 years,DATE,1,0.00017624250969333803
30%,PERCENT,2,0.00035248501938667606
30-Hour,TIME,1,0.00017624250969333803
30-Year-Old,DATE,1,0.00017624250969333803
300,CARDINAL,3,0.0005287275290800141
"300,000",CARDINAL,1,0.00017624250969333803
"300,000",MONEY,2,0.00035248501938667606
31,CARDINAL,1,0.00017624250969333803
"31,000,000,000,000",MONEY,1,0.00017624250969333803
314,MONEY,1,0.00017624250969333803
"315,000",CARDINAL,1,0.00017624250969333803
32-Year-Old College Football Player,DATE,1,0.00017624250969333803
327 Square Foot Apartment,QUANTITY,1,0.00017624250969333803
34 years,DATE,2,0.00035248501938667606
35,CARDINAL,1,0.00017624250969333803
36%,PERCENT,1,0.00017624250969333803
370 days,DATE,1,0.00017624250969333803
38 DAY,DATE,1,0.00017624250969333803
3X,CARDINAL,1,0.00017624250969333803
4,CARDINAL,12,0.0021149101163200562
4,DATE,1,0.00017624250969333803
4,MONEY,2,0.00035248501938667606
4 Hours',TIME,1,0.00017624250969333803
4 Weeks Out,DATE,1,0.00017624250969333803
4 million,CARDINAL,1,0.00017624250969333803
4 months,DATE,1,0.00017624250969333803
40,CARDINAL,3,0.0005287275290800141
40,DATE,1,0.00017624250969333803
40 Years,DATE,1,0.00017624250969333803
40 million,CARDINAL,1,0.00017624250969333803
40%,PERCENT,3,0.0005287275290800141
"40,000",MONEY,1,0.00017624250969333803
40-YEAR,DATE,1,0.00017624250969333803
40-year,DATE,1,0.00017624250969333803
400,CARDINAL,1,0.00017624250969333803
"400,000",CARDINAL,1,0.00017624250969333803
405M,PRODUCT,1,0.00017624250969333803
41%,PERCENT,1,0.00017624250969333803
41-year-old,DATE,1,0.00017624250969333803
44 DAYS,DATE,1,0.00017624250969333803
44%,PERCENT,1,0.00017624250969333803
45,CARDINAL,2,0.00035248501938667606
45,DATE,1,0.00017624250969333803
45%,PERCENT,1,0.00017624250969333803
450 years ago,DATE,1,0.00017624250969333803
46%,PERCENT,1,0.00017624250969333803
47,DATE,1,0.00017624250969333803
47%,PERCENT,1,0.00017624250969333803
477,CARDINAL,1,0.00017624250969333803
48,CARDINAL,1,0.00017624250969333803
48th year,DATE,1,0.00017624250969333803
5,CARDINAL,8,0.0014099400775467042
5,MONEY,1,0.00017624250969333803
5 Years,DATE,2,0.00035248501938667606
5 hours,TIME,1,0.00017624250969333803
5 years,DATE,1,0.00017624250969333803
5%,PERCENT,1,0.00017624250969333803
"5,000",MONEY,1,0.00017624250969333803
"5,484",CARDINAL,1,0.00017624250969333803
5-year,DATE,1,0.00017624250969333803
5.1,CARDINAL,1,0.00017624250969333803
50,CARDINAL,2,0.00035248501938667606
50 Years,DATE,1,0.00017624250969333803
50 million,CARDINAL,1,0.00017624250969333803
50 years,DATE,3,0.0005287275290800141
50%,PERCENT,2,0.00035248501938667606
"50,000",CARDINAL,1,0.00017624250969333803
"50,000",MONEY,1,0.00017624250969333803
500,CARDINAL,2,0.00035248501938667606
500,MONEY,1,0.00017624250969333803
500 years,DATE,1,0.00017624250969333803
"500,000",MONEY,1,0.00017624250969333803
500-year,DATE,1,0.00017624250969333803
528,CARDINAL,1,0.00017624250969333803
53,CARDINAL,1,0.00017624250969333803
54,CARDINAL,2,0.00035248501938667606
57%,PERCENT,1,0.00017624250969333803
6,CARDINAL,2,0.00035248501938667606
6 MONTHS OF WAR,DATE,2,0.00035248501938667606
6 hours,TIME,1,0.00017624250969333803
6 months,DATE,1,0.00017624250969333803
6%,PERCENT,1,0.00017624250969333803
"6,400",CARDINAL,1,0.00017624250969333803
6-year,DATE,1,0.00017624250969333803
6-year-old,DATE,1,0.00017624250969333803
6.8,CARDINAL,1,0.00017624250969333803
60,CARDINAL,1,0.00017624250969333803
60%,PERCENT,2,0.00035248501938667606
"615,000",MONEY,1,0.00017624250969333803
62 mph,QUANTITY,1,0.00017624250969333803
64%,PERCENT,1,0.00017624250969333803
69%,PERCENT,1,0.00017624250969333803
7,CARDINAL,4,0.0007049700387733521
7%,PERCENT,1,0.00017624250969333803
"7,500",MONEY,1,0.00017624250969333803
7-Min Walk Enough To Cut Heart Disease Risk,TIME,1,0.00017624250969333803
7.08%,PERCENT,1,0.00017624250969333803
7.6,CARDINAL,1,0.00017624250969333803
70,CARDINAL,2,0.00035248501938667606
70 Straight Days,DATE,1,0.00017624250969333803
70 years ago,DATE,1,0.00017624250969333803
70%,PERCENT,2,0.00035248501938667606
70-year,DATE,1,0.00017624250969333803
700,CARDINAL,1,0.00017624250969333803
700 mph,QUANTITY,1,0.00017624250969333803
"700,000",CARDINAL,1,0.00017624250969333803
"700,000",MONEY,1,0.00017624250969333803
70s,DATE,2,0.00035248501938667606
70s-Style Mistake,DATE,1,0.00017624250969333803
72%,PERCENT,1,0.00017624250969333803
73,DATE,1,0.00017624250969333803
73%,PERCENT,2,0.00035248501938667606
74,CARDINAL,1,0.00017624250969333803
74%,PERCENT,1,0.00017624250969333803
75,CARDINAL,2,0.00035248501938667606
75 days,DATE,1,0.00017624250969333803
75%,PERCENT,3,0.0005287275290800141
76,CARDINAL,2,0.00035248501938667606
78,CARDINAL,1,0.00017624250969333803
79%,PERCENT,1,0.00017624250969333803
8,CARDINAL,3,0.0005287275290800141
8,MONEY,1,0.00017624250969333803
8 Billion,CARDINAL,1,0.00017624250969333803
"8,000",MONEY,1,0.00017624250969333803
8-hour,TIME,1,0.00017624250969333803
8.5%,PERCENT,1,0.00017624250969333803
8.7 years,DATE,1,0.00017624250969333803
80,CARDINAL,2,0.00035248501938667606
80,DATE,1,0.00017624250969333803
80 minutes,TIME,1,0.00017624250969333803
80%,PERCENT,6,0.0010574550581600281
80-hour,TIME,1,0.00017624250969333803
800,CARDINAL,1,0.00017624250969333803
"800,000",CARDINAL,1,0.00017624250969333803
80s,DATE,1,0.00017624250969333803
82,CARDINAL,1,0.00017624250969333803
84,CARDINAL,1,0.00017624250969333803
850,CARDINAL,1,0.00017624250969333803
86 Years,DATE,1,0.00017624250969333803
87,CARDINAL,2,0.00035248501938667606
88-year-old,DATE,1,0.00017624250969333803
9,CARDINAL,5,0.0008812125484666902
9 months,DATE,1,0.00017624250969333803
9-INCHES,QUANTITY,1,0.00017624250969333803
9/11,CARDINAL,3,0.0005287275290800141
90,CARDINAL,4,0.0007049700387733521
90,DATE,1,0.00017624250969333803
90%,PERCENT,1,0.00017624250969333803
9000,CARDINAL,1,0.00017624250969333803
91,CARDINAL,1,0.00017624250969333803
91 Cents,MONEY,1,0.00017624250969333803
911,CARDINAL,2,0.00035248501938667606
94,CARDINAL,1,0.00017624250969333803
94,DATE,1,0.00017624250969333803
96,CARDINAL,2,0.00035248501938667606
97%,PERCENT,1,0.00017624250969333803
98-year-old,DATE,1,0.00017624250969333803
99,CARDINAL,1,0.00017624250969333803
99%,PERCENT,1,0.00017624250969333803
9PM,CARDINAL,1,0.00017624250969333803
A.I.,ORG,1,0.00017624250969333803
AARP,ORG,1,0.00017624250969333803
ABC,ORG,2,0.00035248501938667606
ABORTION,PERSON,1,0.00017624250969333803
AC,ORG,2,0.00035248501938667606
ADIDAS,ORG,2,0.00035248501938667606
AG,ORG,1,0.00017624250969333803
AI,GPE,1,0.00017624250969333803
AI,ORG,15,0.0026436376454000705
AI Day,DATE,1,0.00017624250969333803
AI-Powered Laser,ORG,1,0.00017624250969333803
"AK,",ORG,1,0.00017624250969333803
AL QAEDA RELEASES BOOK DETAILING HOW,ORG,1,0.00017624250969333803
ALEX JONES,ORG,1,0.00017624250969333803
ALLIANCE,ORG,1,0.00017624250969333803
AMAZON,ORG,24,0.0042298202326401125
AMAZON Drivers Still Peeing in,ORG,1,0.00017624250969333803
AMAZON SINKS,ORG,1,0.00017624250969333803
AMAZONGOOGLEMETA,ORG,1,0.00017624250969333803
AMERICAN Orders 20 Boom Jets in Bet on Supersonic Comeback,ORG,1,0.00017624250969333803
AMERICANS,NORP,1,0.00017624250969333803
AMTRAK,ORG,1,0.00017624250969333803
ANOTHER 20%,PERCENT,1,0.00017624250969333803
ANTISEMITIC,ORG,1,0.00017624250969333803
AOC,ORG,1,0.00017624250969333803
APPLE,ORG,18,0.003172365174480085
APPLEBEE'S,ORG,1,0.00017624250969333803
ARMIE HAMMER'S,ORG,1,0.00017624250969333803
AXEL,ORG,1,0.00017624250969333803
AXIOS,ORG,1,0.00017624250969333803
AZ,GPE,2,0.00035248501938667606
AZ,ORG,6,0.0010574550581600281
AZ Ban,WORK_OF_ART,1,0.00017624250969333803
AZ Race and Endorses Masters,WORK_OF_ART,1,0.00017624250969333803
Aaron Rodgers,PERSON,2,0.00035248501938667606
Abbey,PERSON,1,0.00017624250969333803
Abbott,PERSON,3,0.0005287275290800141
Abortion-Rights Placed on Ballot,ORG,1,0.00017624250969333803
About Secret Service Concerns to Throw Off,ORG,1,0.00017624250969333803
Accused,PERSON,1,0.00017624250969333803
Acosta,ORG,1,0.00017624250969333803
Activist,NORP,1,0.00017624250969333803
Actress,ORG,1,0.00017624250969333803
Adam Driver ',PERSON,1,0.00017624250969333803
Adams,PERSON,1,0.00017624250969333803
Adderall,PERSON,1,0.00017624250969333803
Adelson,ORG,1,0.00017624250969333803
Adnan Syed Murder Conviction,PERSON,1,0.00017624250969333803
Adolf Hitler's,PERSON,1,0.00017624250969333803
Afford Electric,ORG,1,0.00017624250969333803
Afghan,NORP,1,0.00017624250969333803
Afghanistan,GPE,1,0.00017624250969333803
Afghans,NORP,1,0.00017624250969333803
Age 50,DATE,1,0.00017624250969333803
Air,ORG,1,0.00017624250969333803
Air Force,ORG,3,0.0005287275290800141
Air Force Academy,ORG,1,0.00017624250969333803
Air-Raid Alarm,ORG,1,0.00017624250969333803
AirPods,PRODUCT,1,0.00017624250969333803
Airspace,PERSON,1,0.00017624250969333803
Alabama,GPE,4,0.0007049700387733521
Alaska,GPE,5,0.0008812125484666902
Albino Hunters',PERSON,1,0.00017624250969333803
Albuquerque,GPE,1,0.00017624250969333803
Alcohol-Free Saudi Arabia Plans,ORG,1,0.00017624250969333803
Alex Jones,PERSON,5,0.0008812125484666902
Alexa,ORG,2,0.00035248501938667606
Algeria,GPE,1,0.00017624250969333803
Alito,PERSON,2,0.00035248501938667606
Allahu Akbar',ORG,1,0.00017624250969333803
Alleged,ORG,1,0.00017624250969333803
Alleged Antitrust Violations,ORG,1,0.00017624250969333803
Alleges,NORP,1,0.00017624250969333803
Ally Clashes With Police,PERSON,1,0.00017624250969333803
Amanpour,ORG,1,0.00017624250969333803
Amazon Orders 'BLADE,ORG,1,0.00017624250969333803
Amazonian,NORP,1,0.00017624250969333803
America,GPE,20,0.0035248501938667607
American,NORP,11,0.0019386676066267183
American Coffins on Live TV,ORG,1,0.00017624250969333803
American Companies Bring Home Record Number of Overseas Jobs,ORG,1,0.00017624250969333803
American Neo-Nazi,ORG,1,0.00017624250969333803
American Society,ORG,1,0.00017624250969333803
American Soil,ORG,1,0.00017624250969333803
Americans,NORP,35,0.006168487839266831
Americans Less Optimistic About Next Generation's Future,ORG,1,0.00017624250969333803
Americans' Trust,ORG,1,0.00017624250969333803
Amtrak,ORG,1,0.00017624250969333803
Ancient,ORG,1,0.00017624250969333803
Anderson Cooper Ambushed,PERSON,1,0.00017624250969333803
Andes,LOC,1,0.00017624250969333803
Andreessen,PERSON,1,0.00017624250969333803
Andrew Giuliani,PERSON,1,0.00017624250969333803
Andrew Tate,PERSON,1,0.00017624250969333803
Anesthesiologist,ORG,1,0.00017624250969333803
Angela Lansbury,PERSON,2,0.00035248501938667606
Annapolis,NORP,1,0.00017624250969333803
Anne Frank,PERSON,3,0.0005287275290800141
Anne Frank's,ORG,1,0.00017624250969333803
Annex Lands,PERSON,1,0.00017624250969333803
Annex Ukraine Lands,PERSON,1,0.00017624250969333803
Another 10%,PERCENT,1,0.00017624250969333803
Antenna TV,ORG,1,0.00017624250969333803
Antenna Users,PERSON,1,0.00017624250969333803
Anthony Bourdain,PERSON,1,0.00017624250969333803
Anti-Woke Bank Startup Resigns,ORG,1,0.00017624250969333803
Antibiotics,WORK_OF_ART,1,0.00017624250969333803
Antifa,PERSON,1,0.00017624250969333803
Antisemitic,ORG,1,0.00017624250969333803
Antitrust Hot Seat,WORK_OF_ART,1,0.00017624250969333803
Antonio Brown,PERSON,1,0.00017624250969333803
Anxiety Boost Chances of Getting Long Covid,ORG,1,0.00017624250969333803
Appears,ORG,1,0.00017624250969333803
Arab,NORP,2,0.00035248501938667606
Arabic,LANGUAGE,2,0.00035248501938667606
Arabs,NORP,1,0.00017624250969333803
Archives to Report,ORG,1,0.00017624250969333803
Aretha Franklin,PERSON,1,0.00017624250969333803
Argentina,GPE,6,0.0010574550581600281
Argentine,NORP,2,0.00035248501938667606
Arizona,GPE,11,0.0019386676066267183
Arizona Voters,ORG,1,0.00017624250969333803
Arizonans Trusted Kari Lake,PERSON,1,0.00017624250969333803
Arkansas,GPE,2,0.00035248501938667606
Arlo Parks,PERSON,1,0.00017624250969333803
Armageddon,PERSON,3,0.0005287275290800141
Armas,GPE,1,0.00017624250969333803
Armed Robot Dogs With Drones,ORG,1,0.00017624250969333803
Armie Hammer,PERSON,1,0.00017624250969333803
Armor,PERSON,1,0.00017624250969333803
Army,ORG,7,0.0012336975678533663
Army Grounds Entire Fleet Of Chinook Helicopters,ORG,1,0.00017624250969333803
Army of Zombies Leading,ORG,1,0.00017624250969333803
Arrest,PERSON,2,0.00035248501938667606
Arrests,NORP,1,0.00017624250969333803
Art,GPE,1,0.00017624250969333803
Art Heist,PERSON,1,0.00017624250969333803
Artemis,NORP,1,0.00017624250969333803
Artemis,ORG,1,0.00017624250969333803
Ashton Kutcher ',PERSON,1,0.00017624250969333803
Asia,LOC,3,0.0005287275290800141
Asian,NORP,1,0.00017624250969333803
Assange,ORG,1,0.00017624250969333803
Assisted Suicide Program,ORG,1,0.00017624250969333803
At least 66,CARDINAL,1,0.00017624250969333803
Athens,PERSON,1,0.00017624250969333803
Athlete Fined for Criticizing Monarch,ORG,1,0.00017624250969333803
Athletes,GPE,1,0.00017624250969333803
Atlanta,GPE,4,0.0007049700387733521
Atlanta Rappers Getting Into Politics,ORG,1,0.00017624250969333803
Atlantic,LOC,1,0.00017624250969333803
Atlantic City,GPE,1,0.00017624250969333803
Audio Leak,PERSON,1,0.00017624250969333803
Audio Played,PERSON,1,0.00017624250969333803
August,DATE,5,0.0008812125484666902
Augusta National Golf Club Under Investigation,ORG,1,0.00017624250969333803
Auschwitz,ORG,1,0.00017624250969333803
Auschwitz,PERSON,2,0.00035248501938667606
Austin,GPE,2,0.00035248501938667606
Australia,GPE,2,0.00035248501938667606
Australians,NORP,1,0.00017624250969333803
Authoritarian,NORP,1,0.00017624250969333803
Autoimmune,ORG,1,0.00017624250969333803
"Autopilot, Full Self-Driving",ORG,1,0.00017624250969333803
Avg Person,PERSON,2,0.00035248501938667606
Avoid Sanctions,WORK_OF_ART,1,0.00017624250969333803
Avoids,ORG,1,0.00017624250969333803
Avoids Ticket,PRODUCT,1,0.00017624250969333803
Awkward,PERSON,1,0.00017624250969333803
Ayatollah,PERSON,1,0.00017624250969333803
Ayatollah Khamenei's,PERSON,1,0.00017624250969333803
B-52 Bombers Fly,ORG,1,0.00017624250969333803
BALENCIAGA,NORP,1,0.00017624250969333803
BANK OF AMERICA,ORG,1,0.00017624250969333803
BAR,ORG,1,0.00017624250969333803
BBC,ORG,3,0.0005287275290800141
BDSM Thriller Heats Up,ORG,1,0.00017624250969333803
BEATEN,ORG,1,0.00017624250969333803
BED BATH,PERSON,1,0.00017624250969333803
BED BATH,PRODUCT,1,0.00017624250969333803
BIDEN BIG SUMMER,ORG,1,0.00017624250969333803
BIDEN COVID NEGATIVE,ORG,1,0.00017624250969333803
