text,url,n,is_story,domain
PAC paid $1 million to defense lawyers in July alone...,https://www.cnbc.com/2022/08/22/trump-pac-paid-lawyers-almost-1-million-amid-georgia-new-york-probes.html,2,True,cnbc.com
PAGE SIX,http://pagesix.com/,258,False,pagesix.com
PAIN IN THE FED!,https://www.marketwatch.com/story/u-s-stock-futures-slip-as-investors-await-fed-chairman-powells-jackson-hole-address-11661508928,4,True,marketwatch.com
PANIC:  Man rushes stage shouting 'I am the gun'...,https://www.the-sun.com/news/5542068/march-for-our-lives-protester-washington-dc/,1,True,the-sun.com
PAPER:  How to stay safe if caught in crossfire...,https://www.msn.com/en-us/news/us/how-to-stay-safe-in-a-mass-shooting-and-overcome-the-fear-they-create/ar-AAZhWXn,2,True,msn.com
PAPER:  Prince Charles accepted bag of cash as 'charity donation' from Qatar ex-PM...,https://news.sky.com/story/prince-charles-accepted-carrier-bag-full-of-cash-as-a-charity-donation-from-qatar-ex-pm-claims-sunday-times-12640561,2,True,sky.com
PAPER:  Prince Charles accepted bag of cash as 'charity donation' from Qatar ex-PM...,https://www.thesun.co.uk/news/19008107/prince-charles-cash-bag-qatari-sheikh-probe/,2,True,thesun.co.uk
"PAPER:  UBER broke laws, duped police and secretly lobbied governments...",https://www.theguardian.com/news/2022/jul/10/uber-files-leak-reveals-global-lobbying-campaign,4,True,theguardian.com
"PAPER:  UBER broke laws, duped police, secretly lobbied govts...",https://www.theguardian.com/news/2022/jul/10/uber-files-leak-reveals-global-lobbying-campaign,1,True,theguardian.com
PAPER: How UBER used investor cash to seduce drivers...,https://www.theguardian.com/news/2022/jul/12/they-were-taking-us-for-a-ride-how-uber-used-investor-cash-to-seduce-drivers,2,True,theguardian.com
PARSCALE:  'I Feel Guilty For Helping Him Win'...,https://www.yahoo.com/entertainment/trumps-ex-campaign-manger-brad-195900495.html,4,True,yahoo.com
PARTICIPANTS...,https://bilderbergmeetings.org/press/press-release/participants,1,False,bilderbergmeetings.org
PARTY STILL HAS DOUBTS,https://thehill.com/homenews/administration/3590501-the-memo-bidens-hot-streak-fails-to-quell-democratic-doubts/,2,True,thehill.com
PARTY STILL HAS DOUBTS...,https://thehill.com/homenews/administration/3590501-the-memo-bidens-hot-streak-fails-to-quell-democratic-doubts/,2,True,thehill.com
PASSPORTS SEIZED,https://www.dailymail.co.uk/news/article-11113825/Trump-claims-FBI-agents-seized-three-PASSPORTS-Mar-Lago-raid.html,2,True,dailymail.co.uk
PAT BUCHANAN,http://buchanan.org/blog/columns,258,False,buchanan.org
PATAGONIA will bail out arrested employees...,https://www.axios.com/2022/06/24/patagonia-bail-abortion-protests-roe-wade,3,True,axios.com
"PAYBACK?  Comey, McCabe faced rare, intensive tax audits by IRS under Trump...",https://dnyuz.com/2022/07/06/comey-and-mccabe-who-infuriated-trump-both-faced-intensive-i-r-s-audits/,3,True,dnyuz.com
PEACOCK Flatlines: Streaming's First Casualty?,https://theankler.com/p/will-peacock-exist-in-a-year#details,6,True,theankler.com
PEGGY NOONAN,https://www.wsj.com/news/author/peggy-noonan,258,False,wsj.com
PELETON lay offs...,https://www.cnbc.com/2022/08/12/peloton-shares-jump-as-company-announces-price-hikes-for-some-products.html,1,True,cnbc.com
PELOSI IN TAIWAN!,https://apnews.com/article/china-asia-beijing-malaysia-a5a6acc391511c99b1b4c2d69e67b133,2,True,apnews.com
"PELOSI WORKS RUNWAY AT 'DRAG RACE'...
'What America Is All About'...",https://www.realclearpolitics.com/video/2022/06/13/nancy_pelosi_appears_on_rupauls_drag_race_drag_is_what_america_is_all_about.html,1,True,realclearpolitics.com
PELOSI:  WHAT IS HAPPENING HERE?,https://www.mediaite.com/uncategorized/what-is-happening-here-emotional-pelosi-slashes-at-trump-and-the-republicans-over-cruel-roe-v-wade-decision/,4,True,mediaite.com
PENCE TESTIMONY?,https://www.politico.com/news/2022/06/09/jan-6-hearings-mike-pence-00038220,1,True,politico.com
PENCE:  MAKE IT NATIONAL...,https://www.mediaite.com/politics/mike-pence-celebrates-overturning-of-roe-v-wade-by-calling-for-a-national-ban-on-abortion/,4,True,mediaite.com
PENCE:  STOP TRASHING BUREAU...,https://apnews.com/article/donald-trump-mar-a-lago-new-hampshire-merrick-garland-government-and-politics-85619b0f18da0fb6eaba5bee4d0654f8,1,True,apnews.com
PENCE:  STOP TRASHING FBI...,https://apnews.com/article/donald-trump-mar-a-lago-new-hampshire-merrick-garland-government-and-politics-85619b0f18da0fb6eaba5bee4d0654f8,1,True,apnews.com
PEOPLE,http://www.people.com,258,False,people.com
PETER BAKER,https://www.nytimes.com/by/peter-baker,258,False,nytimes.com
PETER BART,https://deadline.com/author/peter-bart/,258,False,deadline.com
PEW: Trust in government near 'historic lows'...,https://www.msn.com/en-us/news/politics/american-trust-in-government-near-e2-80-98historic-lows-e2-80-99-pew-finds/ar-AAYfyq8,1,True,msn.com
PFIZER CEO infected with covid...,https://www.nbcnews.com/health/health-news/pfizer-ceo-albert-bourla-tests-positive-covid-rcna43134,1,True,nbcnews.com
PFIZER CEO infected...,https://www.nbcnews.com/health/health-news/pfizer-ceo-albert-bourla-tests-positive-covid-rcna43134,2,True,nbcnews.com
"PFIZER record high sales, thanks to vax and Paxlovid...",https://www.cnbc.com/2022/07/28/pfizer-pfe-earnings-q2-2022.html,2,True,cnbc.com
PHOENIX 115+...,https://www.accuweather.com/en/weather-forecasts/high-temps-in-phoenix-could-crack-the-115-degree-mark/1198312,2,True,accuweather.com
PIERS MORGAN,https://nypost.com/author/piers-morgan/,258,False,nypost.com
PIERS:  RON OVER DON!,https://nypost.com/2022/06/20/memo-to-gop-time-to-dump-donald-trump-and-run-with-ron-desantis/,6,True,nypost.com
PLAYED 'CATS' MUSIC TO CALM,https://www.mirror.co.uk/news/us-news/donald-trump-played-song-cats-27355368,3,True,mirror.co.uk
PLAYED 'CATS' MUSIC TO CALM...,https://www.mirror.co.uk/news/us-news/donald-trump-played-song-cats-27355368,6,True,mirror.co.uk
PLEA BARGAIN DON?,https://www.msn.com/en-us/news/politics/trump-sent-cryptic-message-to-merrick-garland-before-warrant-was-unsealed-the-country-is-on-fire-what-can-i-do-to-reduce-the-heat/ar-AA10EgPq?cvid=bd84412f90574f2ab20b63f17b519d5b,3,True,msn.com
POLIO IN LONDON,https://www.the-sun.com/health/5615177/first-outbreak-highly-infectious-polio-uk-signs/,2,True,the-sun.com
POLITICAL EARTHQUAKE,https://www.cnn.com/2022/06/07/politics/california-primary-election-da-race/index.html,1,True,cnn.com
POLITICO,http://www.politico.com/,258,False,politico.com
POLITICO PLAYBOOK,http://www.politico.com/playbook/,258,False,politico.com
POLITICS GOES TO SH*T...,https://nypost.com/2022/08/20/dr-oz-mocked-after-poop-tweets-resurface/,2,True,nypost.com
POLL:   75% of Dems want someone other than Biden...,https://www.cnn.com/2022/07/26/politics/cnn-poll-biden-2024/index.html,2,True,cnn.com
POLL:   9% of NH voters 'definitely' want Biden to run again...,https://www.foxnews.com/politics/2024-poll-9-percent-new-hampshire-voters-definitely-want-biden-run-president-again,1,True,foxnews.com
POLL:   Only 9% of NH voters 'definitely' want Biden to run again...,https://www.foxnews.com/politics/2024-poll-9-percent-new-hampshire-voters-definitely-want-biden-run-president-again,2,True,foxnews.com
POLL:  57% BELIEVE COURT WILL REVERSE GAY MARRIAGE...,https://www.dailymail.co.uk/news/article-10954573/Americans-fear-Supreme-Court-limiting-birth-control-sex-marriage-overturning-Roe-Poll.html,2,True,dailymail.co.uk
POLL:  57% BELIEVE WILL REVERSE GAY MARRIAGE...,https://www.dailymail.co.uk/news/article-10954573/Americans-fear-Supreme-Court-limiting-birth-control-sex-marriage-overturning-Roe-Poll.html,2,True,dailymail.co.uk
POLL:  57% say investigations should continue...,https://www.cnbc.com/2022/08/21/57percent-of-voters-say-investigations-into-trump-should-continue-nbc-news-poll-finds.html,3,True,cnbc.com
POLL:  6 in 10 Americans say Trump should be charged for Jan. 6...,https://abcnews.go.com/Politics/10-americans-trump-charged-jan-riot-poll/story?id=85482369,3,True,go.com
POLL:  6 in 10 say Trump should be charged for inciting Jan. 6...,https://abcnews.go.com/Politics/10-americans-trump-charged-jan-riot-poll/story?id=85482369,1,True,go.com
POLL:  6 in 10 say Trump should be charged for inciting insurrection...,https://abcnews.go.com/Politics/10-americans-trump-charged-jan-riot-poll/story?id=85482369,4,True,go.com
POLL:  About half say he should be charged...,https://apnews.com/article/capitol-siege-crime-donald-trump-congress-government-and-politics-bb9efcbca309c3acb66e9c6d8a13657d,1,True,apnews.com
POLL:  Buttigieg beats Biden among NH Dems...,https://thehill.com/homenews/campaign/3574672-buttigieg-edges-out-biden-among-democrats-in-new-hampshire-poll/,1,True,thehill.com
"POLL:  CA voters favor Newsom over Harris, don't want Biden again...",https://www.yahoo.com/entertainment/california-voters-dont-want-biden-110055376.html,1,True,yahoo.com
POLL:  Half say he should be charged...,https://apnews.com/article/capitol-siege-crime-donald-trump-congress-government-and-politics-bb9efcbca309c3acb66e9c6d8a13657d,2,True,apnews.com
POLL:  Manchin least popular figure in politics...,https://www.nbcnews.com/meet-the-press/meetthepressblog/joe-manchin-least-popular-figure-latest-nbc-news-poll-rcna44264,3,True,nbcnews.com
POLL:  Newsom stronger '24 candidate than Kamala...,https://www.sfgate.com/politics/article/poll-says-Newsom-beats-Trump-and-DeSantis-in-2024-17284970.php,1,True,sfgate.com
POLL:  Newsom stronger '24 than Kamala...,https://www.sfgate.com/politics/article/poll-says-Newsom-beats-Trump-and-DeSantis-in-2024-17284970.php,3,True,sfgate.com
POLL:  Ron Flattens Don By 15 Points in 3-Way Race...,https://www.mediaite.com/news/shock-poll-desantis-flattens-trump-by-15-points-in-3-way-race-with-biden-among-trump-voters/,1,True,mediaite.com
POLL:  Ron Winning in NH '24 Matchup...,https://www.mediaite.com/news/shock-poll-desantis-leads-trump-in-new-hampshire-2024-matchup/,1,True,mediaite.com
POLL:  Ron Winning in NH Matchup...,https://www.mediaite.com/news/shock-poll-desantis-leads-trump-in-new-hampshire-2024-matchup/,2,True,mediaite.com
POLL: 40%  think civil war likely...,https://www.theguardian.com/us-news/2022/aug/29/us-civil-war-fears-poll,2,True,theguardian.com
POLL: 71% do NOT want him to run again...,https://thehill.com/homenews/campaign/3543867-71-percent-dont-want-biden-to-run-for-reelection-poll/,1,True,thehill.com
POLL: Brazil's Lula Keeps Wide Lead Over Incumbent Bolsonaro...,https://www.barrons.com/news/brazil-s-lula-keeps-wide-lead-over-incumbent-bolsonaro-poll-01659057306,2,True,barrons.com
POLL: Gov race tightens in TX...,https://thehill.com/homenews/state-watch/3525860-abbott-leading-orourke-in-tightening-texas-race-poll/,1,True,thehill.com
POLL: HALF REPUBLICAN VOTERS ABANDON TRUMP,https://dnyuz.com/2022/07/12/half-of-g-o-p-voters-ready-to-leave-trump-behind-poll-finds/,1,True,dnyuz.com
POLL: HALF REPUBLICANS  ABANDON DON,https://dnyuz.com/2022/07/12/half-of-g-o-p-voters-ready-to-leave-trump-behind-poll-finds/,2,True,dnyuz.com
POLL: HARRIS 32% APPROVAL...,https://www.cnn.com/2022/07/18/politics/cnn-poll-joe-biden-economy-us/index.html,1,True,cnn.com
"POLL: Harris, Newsom top list for Dems...",https://thehill.com/homenews/campaign/3576769-harris-newsom-top-list-of-democratic-preferences-if-biden-doesnt-run-poll/,2,True,thehill.com
POLL: MAGA Voters Say Secession Would Make Things Better...,https://www.mediaite.com/news/new-poll-more-trump-voters-in-red-states-say-secession-would-make-things-better/,4,True,mediaite.com
POLL: Midterms TIGHTER Than Expected...,https://dnyuz.com/2022/07/13/poll-shows-tight-race-for-control-of-congress-as-class-divide-widens/,2,True,dnyuz.com
POLL: Midterms Tighter Than Expected...,https://dnyuz.com/2022/07/13/poll-shows-tight-race-for-control-of-congress-as-class-divide-widens/,1,True,dnyuz.com
POLL: More than 40% Americans think civil war likely...,https://www.theguardian.com/us-news/2022/aug/29/us-civil-war-fears-poll,1,True,theguardian.com
POLL: More than half Republicans say USA headed for CIVIL WAR...,https://www.dailymail.co.uk/news/article-10876733/More-HALF-Republicans-believe-U-S-heading-civil-war.html,1,True,dailymail.co.uk
POLL: Most Dems Don't Want Him in '24...,https://dnyuz.com/2022/07/11/most-democrats-dont-want-biden-in-2024-new-poll-shows/,1,True,dnyuz.com
POLL: Raffensperger leads race after resisting The Don...,https://www.fltimes.com/news/nation/poll-raffensperger-leads-ga-elections-race-after-resisting-trump/article_af4c8cc2-a50b-5b74-a260-a9df457f7bf3.html,3,True,fltimes.com
POLL: SURGING DESANTIS SHRINKS GAP...,https://news.yahoo.com/poll-surging-de-santis-closes-gap-with-trump-to-single-digits-205801055.html,3,True,yahoo.com
POOR LIFE RATINGS RECORD HIGH,https://news.gallup.com/poll/397286/poor-life-ratings-reach-record-high.aspx,2,True,gallup.com
POPE PRAYS NO NUKE DISASTER,https://metro.co.uk/2022/08/24/pope-francis-warns-of-nuclear-disaster-at-ukraines-zaporizhzhia-plant-17236510/,3,True,metro.co.uk
POWELL:  MORE TO COME...,https://www.dailymail.co.uk/news/article-11054989/Fed-rate-hike-Central-bank-raises-key-rate-0-75-points.html,2,True,dailymail.co.uk
"PPP program was awash in fraud. Now, lender may face legal reckoning

...",https://www.mcclatchydc.com/news/investigations/article263376788.html,1,True,mcclatchydc.com
"PPP program was awash in fraud. Now, lender may face legal reckoning...",https://www.mcclatchydc.com/news/investigations/article263376788.html,2,True,mcclatchydc.com
PRAISES TUCKER:  'ALWAYS BEEN TALENTED'...,https://variety.com/2022/tv/news/rachel-maddow-tucker-carlson-dangerous-talented-1235335787/,3,True,variety.com
PRAVDA,http://www.pravdareport.com/world/,258,False,pravdareport.com
PREISDENT ISOLATING AT WHITE HOUSE...,https://apnews.com/article/biden-covid-health-karine-jean-pierre-government-and-politics-d9dbee6cc390f648396c46dd504c31c3,1,True,apnews.com
PREPARING FOR BATTLE...,https://www.globaltimes.cn/page/202207/1271742.shtml,6,True,globaltimes.cn
PRESIDENT ISOLATING AT WHITE HOUSE...,https://apnews.com/article/biden-covid-health-karine-jean-pierre-government-and-politics-d9dbee6cc390f648396c46dd504c31c3,1,True,apnews.com
PRESS TRUST INDIA,http://www.ptinews.com/,258,False,ptinews.com
PRIVACY POLICY,/privacy/,258,False,.
"PROTEST GROUP OFFERING 'BOUNTIES' FOR INFO ON JUSTICES...
$250 FOR SIGHTINGS...",https://www.axios.com/2022/07/09/shutdowndc-supreme-court-abortion-roe-protest,2,True,axios.com
"PROTEST GROUP OFFERING 'BOUNTIES' FOR INFO ON JUSTICES...
$50 FOR SIGHTINGS...",https://www.washingtonexaminer.com/news/protest-group-offering-bounties-information-conservative-justices,3,True,washingtonexaminer.com
PROUD BOY LEADER ARRESTED ON LIVE STREAM...,https://humanevents.com/2022/08/26/watch-gavin-mcinnes-arrested-during-live-broadcast/,2,True,humanevents.com
PUBLIX not offering vax to young kids...,https://apnews.com/article/covid-politics-health-fort-lauderdale-tampa-6568c453c04d1e7f1c042addf77fef88,2,True,apnews.com
PUNISHMENTS HE COULD FACE,https://www.washingtonexaminer.com/news/justice/fbi-raid-trump-could-face-under-espionage-act,5,True,washingtonexaminer.com
PUTIN ROLLS OUT 'DOOMSDAY' NUKE SUB...,https://www.washingtonexaminer.com/russian-doomsday-submarine-armed-nuclear-drones-service,5,True,washingtonexaminer.com
PUTIN TRIP TO IRAN...,https://apnews.com/article/russia-ukraine-putin-iran-turkey-82923dbd64f26caa0339b00cd92d1a4d,3,True,apnews.com
PUTIN WARNS 'CATASTROPHE',https://insiderpaper.com/putin-warns-macron-of-catastrophe-at-ukraine-nuclear-plant/,3,True,insiderpaper.com
PUTIN WARNS UKRAINE:  WE'VE BARELY STARTED!,https://apnews.com/article/russia-ukraine-putin-kyiv-moscow-6ccaef3a9d9d5ccd370d70126db78c5a,4,True,apnews.com
PUTIN: USA MAIN THREAT TO RUSSIA,https://www.yahoo.com/video/putin-says-russian-navy-hypersonic-084124580.html,3,True,yahoo.com
Pack of robbers steal dozens of ATMS in NYC...,https://www.fox5ny.com/news/5-men-steal-dozens-atms-in-brooklyn-queens-police,2,True,fox5ny.com
Pack of women robbing men of clothes on NYC streets...,https://www.fox5ny.com/news/3-bronx-women-robbed-men-of-their-clothes-at-knifepoint-nypd,3,True,fox5ny.com
Pack of women robbing men of their clothes on NYC streets...,https://www.fox5ny.com/news/3-bronx-women-robbed-men-of-their-clothes-at-knifepoint-nypd,1,True,fox5ny.com
Padlocked basement full of documents...,https://www.dailymail.co.uk/news/article-11095261/Trump-fbi-raid-records-timeline.html,2,True,dailymail.co.uk
"Paints bleak picture of 'war' between progressives, Western culture...",https://www.msn.com/en-us/news/world/at-cpac-viktor-orban-paints-bleak-picture-of-war-between-progressives-western-culture/ar-AA10jPfl,4,True,msn.com
Pair Pleads Guilty in Theft of Biden Daughter Diary...,https://www.dailymail.co.uk/news/article-11146513/Two-people-plead-GUILTY-federal-charges-stealing-diary-Joe-Bidens-daughter-Ashley.html,2,True,dailymail.co.uk
Pair of new studies point to natural Covid origin...,https://news.yahoo.com/pair-studies-point-natural-covid-213514366.html,2,True,yahoo.com
Pal Drops Menacing Hint: 'Cleansing' Coming for Europe...,https://www.msn.com/en-us/news/world/putin-pal-drops-menacing-hint-a-cleansing-is-coming-for-europe/ar-AAZelZn,1,True,msn.com
Palestinian rockets reach west of Jerusalem on third day of Gaza fighting...,https://www.nasdaq.com/articles/palestinian-rockets-reach-west-of-jerusalem-on-third-day-of-gaza-fighting,3,True,nasdaq.com
Palin early frontrunner in Alaska special House primary...,https://www.adn.com/politics/2022/06/11/palin-begich-gross-and-peltola-are-early-frontrunners-in-alaskas-special-us-house-primary/,1,True,adn.com
Panama Next for Hard Left Turn?,https://www.wsj.com/articles/is-panama-next-for-a-hard-left-turn-war-games-venazuela-russia-china-iran-drones-special-operation-military-exercise-11658680168,4,True,wsj.com
Pandemic Fueled Superbug Surge. Can Medicine Recover?,https://www.wired.com/story/the-pandemic-fueled-a-superbug-surge-can-medicine-recover/,3,True,wired.com
Pandemic Over: 41%  Say Life Fully Back To Normal; Most Don't Wear Masks...,https://www.studyfinds.org/done-with-covid-pandemic-over/,3,True,studyfinds.org
Pandemic Over? 41%  Say Life Fully Back To Normal; Most Don't Wear Masks...,https://www.studyfinds.org/done-with-covid-pandemic-over/,3,True,studyfinds.org
Pandemic still influencing how happy we are...,https://thehill.com/changing-america/well-being/mental-health/3539408-the-pandemic-is-still-influencing-how-happy-we-are/,3,True,thehill.com
"Panel Considers Seeking Testimony From Trump, Pence...",https://www.wsj.com/articles/jan-6-panel-considers-seeking-testimony-from-donald-trump-mike-pence-11657821175,1,True,wsj.com
Panel aims to 'reconstruct'...,https://www.axios.com/2022/07/14/jan-6-secret-service-deleted-texts,3,True,axios.com
Panel hears: Trump 'detached from reality' in defeat...,https://apnews.com/article/2022-midterm-elections-capitol-siege-donald-trump-campaigns-presidential-070ced9a013c58cf001d6d4137e4abc0,1,True,apnews.com
Panel reveals new details of wild push to hold power...,https://www.politico.com/news/2022/07/12/jan-6-trump-far-right-extremists-00045198,3,True,politico.com
Panel sharpens focus on The Don's 'crazy' Jan. 6 plan...,https://apnews.com/article/capitol-siege-donald-trump-crime-presidential-elections-cdc64a3de7950e6f3291851b3c5d9b1a,2,True,apnews.com
Panel to Make Case The Don Put Pence Life 'in Danger'...,https://www.nbcnewyork.com/news/national-international/jan-6-panel-to-make-case-trump-put-pences-life-in-danger/3736355/,1,True,nbcnewyork.com
Panic...,https://apnews.com/article/shootings-denmark-copenhagen-e5670b98e4b604da265028614652cbd3,6,True,apnews.com
Paratrooper flees to France denouncing army 'chaos'...,https://www.france24.com/en/live-news/20220830-russian-paratrooper-flees-to-france-denouncing-army-chaos,3,True,france24.com
Parents Demanded School Check Gender of Girl Who Beat Their Kids in Sports...,https://www.vice.com/en/article/pkgaj8/utah-parents-gender-check-anti-trans-sports,2,True,vice.com
Parents Flipped Politics...,https://dnyuz.com/2022/08/01/how-some-parents-changed-their-politics-in-the-pandemic/,1,True,dnyuz.com
Parents Pile Into Work Conferences to Escape Families...,https://www.wsj.com/articles/parents-pile-into-work-conferences-to-escape-their-families-11658323598,1,True,wsj.com
Parity? Euro hits 20-year low against dollar...,https://www.cnbc.com/2022/07/05/euro-slides-to-20-year-low-against-the-dollar-as-recession-fears-build.html,1,True,cnbc.com
Parity? Euro hits 20-year low...,https://www.cnbc.com/2022/07/05/euro-slides-to-20-year-low-against-the-dollar-as-recession-fears-build.html,1,True,cnbc.com
Party to remove Iowa from 2024 lead off spot...,https://www.fox5ny.com/news/democrats-expected-to-remove-iowa-from-traditional-lead-off-spot-in-2024-campaign,5,True,fox5ny.com
Party to remove Iowa from traditional lead off spot in 2024...,https://www.fox5ny.com/news/democrats-expected-to-remove-iowa-from-traditional-lead-off-spot-in-2024-campaign,1,True,fox5ny.com
"Passed during sex; Bedding, towels, skin...",https://www.bbc.com/news/health-61887631,4,True,bbc.com
"Passenger admits jumping on beverage cart, trying to strip...",https://nypost.com/2022/07/01/american-airlines-passenger-admits-jumping-on-beverage-cart-trying-to-strip/,2,True,nypost.com
Passengers Need to Learn How to Behave Again...,https://www.wsj.com/articles/flights-travelers-airlines-passenger-behavior-11655835743,3,True,wsj.com
Pastor brandishes AR-15 against 'Dems in klan hoods' in campaign ad...,https://www.foxnews.com/politics/conservative-pastor-brandishes-a15-against-democrats-klan-hoods-viral-campaign-ad,1,True,foxnews.com
"Path to Homeownership Runs Through Mexico...

San Diego Residents Moving to Tijuana...",https://dnyuz.com/2022/07/25/how-the-path-to-homeownership-runs-through-mexico/,1,True,dnyuz.com
Path to Homeownership Runs Through Mexico?,https://dnyuz.com/2022/07/25/how-the-path-to-homeownership-runs-through-mexico/,3,True,dnyuz.com
"Patient and Confident, Vlad Shifts Out of Wartime Crisis Mode...",https://dnyuz.com/2022/06/30/patient-and-confident-putin-shifts-out-of-wartime-crisis-mode/,2,True,dnyuz.com
Patient catches after DANCING in crowd...,https://www.the-sun.com/health/6025107/man-catches-monkeypox-dancin-crowd-outdoor-event/,3,True,the-sun.com
Paul Pelosi pleads GUILTY to DUI charge...,https://www.the-sun.com/news/6059476/nancy-pelosis-husband-paul-court-dui-charges/,2,True,the-sun.com
Paxlovid to blame?,https://www.msn.com/en-us/news/us/of-course-biden-has-rebound-covid/ar-AA108B4W,6,True,msn.com
"Payday lending spikes amid rising gas, food prices...",https://www.cnn.com/2022/06/23/business/money/payday-predatory-lending-inflation-gas/index.html,2,True,cnn.com
Peace and luxe experiences draw travelers to adults-only hotels...,https://www.msn.com/en-us/travel/news/peace-and-luxe-experiences-draw-travelers-to-adults-only-hotels/ar-AAZPmmr,1,True,msn.com
Peanut Butter in Short Supply...,https://www.breitbart.com/politics/2022/06/17/bidens-america-sriracha-peanut-butter-latest-items-short-supply/,1,True,breitbart.com
Pelosi Asia Itinerary Skips Mention of Taiwan Stopover...,https://www.msn.com/en-us/money/other/pelosi-s-asia-itinerary-skips-mention-of-taiwan-stopover/ar-AA1094ew,3,True,msn.com
Pelosi Gambit Reshapes Political Risk in Asia...,https://www.wsj.com/articles/nancy-pelosis-taiwan-gambit-reshapes-political-risk-in-asia-11659769520,6,True,wsj.com
"Pelosi Stares Down Xi's Threats, Giving Reality Check...",https://www.bloomberg.com/news/articles/2022-08-03/pelosi-stares-down-xi-s-threats-giving-china-a-reality-check,2,True,bloomberg.com
Pelosi husband buys million$ in chip stocks  -- before big subsidy vote...,https://dailycaller.com/2022/07/15/pelosis-husband-massive-amount-in-chips-stock-before-expected-senate-vote-subsidies/,1,True,dailycaller.com
Pelosi husband buys million$ in chip stocks  -- before subsidy vote...,https://dailycaller.com/2022/07/15/pelosis-husband-massive-amount-in-chips-stock-before-expected-senate-vote-subsidies/,1,True,dailycaller.com
Pelosi husband buys million$ in chip stocks before big subsidy vote...,https://nypost.com/2022/07/16/paul-pelosi-buys-tech-chip-stocks-before-big-subsidy-vote/,2,True,nypost.com
"Pelosi husband gets '5 days' in jail, 3 years probation for DUI crash in Napa...",https://apnews.com/article/california-san-francisco-nancy-pelosi-sentencing-napa-e98c47d5c47fa273cf2d65bf5c85124f,1,True,apnews.com
Pelosi husband sells off chipmaker stock ahead of semiconductor vote...,https://thehill.com/policy/finance/3577326-pelosis-husband-sells-off-up-to-5-million-worth-of-chipmaker-stock-ahead-of-semiconductor-bill-vote/,2,True,thehill.com
"Pelosi meets Pope, receives communion in Vatican despite abortion stance...",https://www.politico.com/news/2022/06/29/pelosi-communion-vatican-abortion-00043098,7,True,politico.com
Pelosi receives communion in Vatican despite abortion stance...,https://www.politico.com/news/2022/06/29/pelosi-communion-vatican-abortion-00043098,2,True,politico.com
"Pelosi's Napa: Wealthy friends, husband's PORSCHE crash...",https://www.sfgate.com/lifestyle/article/Nancy-Pelosi-s-Napa-Wealthy-Friends-and-a-17258578.php,1,True,sfgate.com
Pelosi's trip a culmination of decades of challenging China...,https://www.msn.com/en-us/news/world/pelosi-e2-80-99s-taiwan-trip-a-culmination-of-decades-of-challenging-china/ar-AA10eXbx,1,True,msn.com
Pence chief of staff appears before grand jury...,https://www.cnn.com/2022/07/25/politics/marc-short-grand-jury/index.html,1,True,cnn.com
Pence coming out of shadow...,https://www.nbcnews.com/politics/elections/mike-pence-moment-can-turn-presidential-run-rcna34807,3,True,nbcnews.com
Pence makes moves...,https://www.wsj.com/articles/pence-plots-2024-bid-as-jan-6-hearings-remind-voters-of-his-break-from-trump-11655471256,2,True,wsj.com
Pence says HE did not leave office with classified material!,https://apnews.com/article/donald-trump-mar-a-lago-iowa-classified-information-merrick-garland-94814cb950a2a9f89dc0c54aec46ce7c,3,True,apnews.com
Pence says he didn't leave office with classified material...,https://apnews.com/article/donald-trump-mar-a-lago-iowa-classified-information-merrick-garland-94814cb950a2a9f89dc0c54aec46ce7c,2,True,apnews.com
Pence security called loved ones to say goodbye...,https://nypost.com/2022/07/22/ex-vice-president-pences-secret-service-agents-made-calls-to-loved-ones-during-jan-6-riot/,3,True,nypost.com
Pence seen reacting to resolution calling for him to invoke 25th amendment...,https://www.cnn.com/2022/06/23/politics/trump-jan-6-documentary-footage-pence-25th-amendment/index.html,1,True,cnn.com
Pence speech hints at 2024 run...,https://finance.yahoo.com/news/pence-shows-distance-trump-speech-080000127.html,3,True,yahoo.com
Pence tells MAGA to stop lashing at FBI...,https://apnews.com/article/donald-trump-mar-a-lago-new-hampshire-merrick-garland-government-and-politics-85619b0f18da0fb6eaba5bee4d0654f8,2,True,apnews.com
Pending home sales fall 20%...,https://www.cnbc.com/2022/07/27/pending-home-sales-fell-20percent-in-june-versus-a-year-earlier-as-mortgage-rates-soared.html,1,True,cnbc.com
Pennsylvania Candidate Posed in Confederate Uniform...,https://www.usnews.com/news/top-news/articles/2022-08-26/exclusive-pennsylvania-candidate-mastriano-posed-in-confederate-uniform-at-army-war-college,2,True,usnews.com
Pentagon Blasts Putin Nuclear Saber-Rattling...,https://www.usnews.com/news/world-report/articles/2022-06-27/pentagon-blasts-putins-cavalier-nuclear-saber-rattling-as-russia-seeks-new-advantages-in-ukraine,3,True,usnews.com
Pentagon Blasts Putin Nuke Saber-Rattling...,https://www.usnews.com/news/world-report/articles/2022-06-27/pentagon-blasts-putins-cavalier-nuclear-saber-rattling-as-russia-seeks-new-advantages-in-ukraine,3,True,usnews.com
Pentagon DELAYS another intercontinental ballistic missile test...,https://www.dailymail.co.uk/news/article-11081935/Pentagon-DELAYS-intercontinental-ballistic-missile-test-avoid-angering-China.html,1,True,dailymail.co.uk
Pentagon DELAYS another test...,https://www.dailymail.co.uk/news/article-11081935/Pentagon-DELAYS-intercontinental-ballistic-missile-test-avoid-angering-China.html,1,True,dailymail.co.uk
